212 [(3240, 2284) (3419, 2463)] 0.4232258141159661 0
212 [(1090, 2364) (1269, 2543)] 0.8447692949087791 1
213 [(3219, 2263) (3434, 2478)] 0.4408880060709117 0
213 [(1090, 2364) (1269, 2543)] 0.8222415314652615 1
214 [(3219, 2263) (3434, 2478)] 0.4529876055578659 0
214 [(1090, 2364) (1269, 2543)] 0.8302362763848818 1
215 [(3240, 2284) (3419, 2463)] 0.43763659806428434 0
215 [(1090, 2364) (1269, 2543)] 0.8468490175172011 1
216 [(3240, 2284) (3419, 2463)] 0.4140469569894103 0
216 [(1090, 2364) (1269, 2543)] 0.8525463914540308 1
217 [(3240, 2284) (3419, 2463)] 0.42349120208851 0
217 [(1090, 2364) (1269, 2543)] 0.7821216212111493 1
218 [(3240, 2284) (3419, 2463)] 0.451956832894509 0
218 [(1090, 2364) (1269, 2543)] 0.8415285976718675 1
219 [(3240, 2284) (3419, 2463)] 0.40315112277607806 0
219 [(1090, 2364) (1269, 2543)] 0.7826903993606333 1
220 [(3240, 2284) (3419, 2463)] 0.42865958857112885 0
220 [(1090, 2364) (1269, 2543)] 0.8070759392414649 1
221 [(3240, 2284) (3419, 2463)] 0.4366852250997606 0
221 [(1090, 2364) (1269, 2543)] 0.8096323956166209 1
222 [(3240, 2284) (3419, 2463)] 0.43773272058004753 0
222 [(1090, 2364) (1269, 2543)] 0.7953860574419325 1
223 [(3240, 2284) (3419, 2463)] 0.43853951019502657 0
223 [(1090, 2364) (1269, 2543)] 0.8591550459530595 1
224 [(3240, 2284) (3419, 2463)] 0.47501679066926955 0
224 [(1090, 2364) (1269, 2543)] 0.8297066277420295 1
225 [(3240, 2284) (3419, 2463)] 0.49292967068668386 0
225 [(1090, 2364) (1269, 2543)] 0.8141416000397942 1
226 [(3240, 2284) (3419, 2463)] 0.5378705604266146 0
226 [(1090, 2364) (1269, 2543)] 0.8185590120386711 1
227 [(3240, 2284) (3419, 2463)] 0.5104323680517342 0
227 [(1090, 2364) (1269, 2543)] 0.8149708141105776 1
228 [(3240, 2284) (3419, 2463)] 0.46846242111168224 0
228 [(1070, 2364) (1249, 2543)] 0.8661503678845546 1
229 [(3240, 2284) (3419, 2463)] 0.46117976503866964 0
229 [(1090, 2364) (1269, 2543)] 0.8076474832354976 1
230 [(3240, 2284) (3419, 2463)] 0.46042021251661774 0
230 [(1090, 2364) (1269, 2543)] 0.8649025572747806 1
231 [(3240, 2284) (3419, 2463)] 0.44547619863298904 0
231 [(1090, 2368) (1240, 2517)] 0.8162797204671278 1
232 [(3240, 2284) (3419, 2463)] 0.41845401479379585 0
232 [(1090, 2368) (1240, 2517)] 0.8044519375815228 1
233 [(3240, 2284) (3419, 2463)] 0.3922674889890881 0
233 [(1090, 2368) (1240, 2517)] 0.8155920493785705 1
234 [(3240, 2284) (3419, 2463)] 0.39331252483895257 0
234 [(1090, 2368) (1240, 2517)] 0.8139474665065444 1
235 [(3240, 2284) (3419, 2463)] 0.4353720299696695 0
235 [(1090, 2368) (1240, 2517)] 0.8278255455214012 1
236 [(3259, 2284) (3439, 2463)] 0.41760688521438455 0
236 [(1090, 2368) (1240, 2517)] 0.8416980417421296 1
237 [(3259, 2284) (3439, 2463)] 0.3910366113537245 0
237 [(1090, 2368) (1240, 2517)] 0.8548940685558488 1
238 [(3259, 2284) (3439, 2463)] 0.4317421564501226 0
238 [(1090, 2368) (1240, 2517)] 0.824907568234789 1
239 [(3259, 2284) (3439, 2463)] 0.4190916916338512 0
239 [(1090, 2368) (1240, 2517)] 0.8318852671246345 1
240 [(3259, 2284) (3439, 2463)] 0.42312805973017836 0
240 [(1090, 2368) (1240, 2517)] 0.79414174155824 1
241 [(3243, 2263) (3458, 2478)] 0.44162612086219255 0
241 [(1090, 2368) (1240, 2517)] 0.7991719303891174 1
242 [(3279, 2264) (3459, 2443)] 0.43563967257654346 0
242 [(1090, 2368) (1240, 2517)] 0.8448356809683175 1
243 [(3279, 2264) (3459, 2443)] 0.43431345788760317 0
243 [(1090, 2368) (1240, 2517)] 0.7847754320081902 1
244 [(3279, 2264) (3459, 2443)] 0.4227676004814465 0
244 [(1090, 2368) (1240, 2517)] 0.8138184570430225 1
245 [(3299, 2264) (3478, 2443)] 0.46392717790181154 0
245 [(1090, 2368) (1240, 2517)] 0.8139474665065444 1
246 [(3299, 2264) (3478, 2443)] 0.44565033014760697 0
246 [(1090, 2368) (1240, 2517)] 0.7843893237797548 1
247 [(3291, 2216) (3506, 2431)] 0.45224035894398246 0
247 [(1090, 2364) (1269, 2543)] 0.8113470500853143 1
248 [(3291, 2216) (3506, 2431)] 0.4389100322367079 0
248 [(1090, 2368) (1240, 2517)] 0.8139474665065444 1
249 [(3291, 2216) (3506, 2431)] 0.4355103105794951 0
249 [(1090, 2368) (1240, 2517)] 0.791525614916124 1
250 [(3314, 2216) (3529, 2431)] 0.48464342372627217 0
250 [(1090, 2364) (1269, 2543)] 0.7882221291938235 1
251 [(3314, 2216) (3529, 2431)] 0.5069888241361586 0
251 [(1090, 2368) (1240, 2517)] 0.7981708275985208 1
252 [(3314, 2216) (3529, 2431)] 0.48321931239514543 0
252 [(1090, 2368) (1240, 2517)] 0.7937215157138522 1
253 [(3314, 2216) (3529, 2431)] 0.48615810343222765 0
253 [(1090, 2364) (1269, 2543)] 0.815814209658009 1
254 [(3338, 2216) (3553, 2431)] 0.5030183116621901 0
254 [(1090, 2364) (1269, 2543)] 0.7663525758252012 1
255 [(3338, 2216) (3553, 2431)] 0.4973034653973782 0
255 [(1090, 2364) (1269, 2543)] 0.7699977024742403 1
256 [(3338, 2216) (3553, 2431)] 0.5628677568066535 0
256 [(1090, 2364) (1269, 2543)] 0.8113470500853143 1
257 [(3338, 2216) (3553, 2431)] 0.5762578417555028 0
257 [(1090, 2364) (1269, 2543)] 0.8137767087374702 1
258 [(3338, 2216) (3553, 2431)] 0.5784212893253002 0
259 [(3338, 2216) (3553, 2431)] 0.5951415674718363 0
259 [(1090, 2364) (1269, 2543)] 0.8211162611315178 1
260 [(3338, 2216) (3553, 2431)] 0.5156527394726925 0
260 [(1090, 2364) (1269, 2543)] 0.7838021043446718 1
261 [(3338, 2216) (3553, 2431)] 0.5740838753334728 0
261 [(1090, 2364) (1269, 2543)] 0.7502624167651561 1
262 [(3362, 2216) (3577, 2431)] 0.5216618149931012 0
262 [(1090, 2384) (1269, 2563)] 0.6992198398151314 1
263 [(3362, 2216) (3577, 2431)] 0.5179112255947107 0
263 [(1090, 2384) (1269, 2563)] 0.6729708659147542 1
264 [(3362, 2216) (3577, 2431)] 0.5522577783421362 0
264 [(1090, 2384) (1269, 2563)] 0.68358201330516 1
265 [(3362, 2216) (3577, 2431)] 0.5278042974133433 0
265 [(1090, 2384) (1269, 2563)] 0.646193114008574 1
266 [(3362, 2216) (3577, 2431)] 0.6406055097410372 1
266 [(1090, 2384) (1269, 2563)] 0.6403884556060513 1
267 [(3362, 2216) (3577, 2431)] 0.6458707862346426 1
267 [(1069, 2383) (1284, 2598)] 0.6360996361905775 1
268 [(1069, 2383) (1284, 2598)] 0.6229801307322569 1
268 [(3362, 2216) (3577, 2431)] 0.5573931924107723 0
269 [(1069, 2383) (1284, 2598)] 0.6141135633388025 1
269 [(3362, 2216) (3577, 2431)] 0.5758178106206215 0
270 [(1069, 2383) (1284, 2598)] 0.582277487997563 0
270 [(3362, 2216) (3577, 2431)] 0.58227911424651 0
271 [(1090, 2403) (1269, 2583)] 0.5639578134820034 0
271 [(3362, 2216) (3577, 2431)] 0.5784548761868281 0
272 [(1090, 2403) (1269, 2583)] 0.5826222833116299 0
272 [(3362, 2216) (3577, 2431)] 0.6980371633969579 1
273 [(1090, 2403) (1269, 2583)] 0.5702697673524193 0
273 [(3362, 2216) (3577, 2431)] 0.5154654343441202 0
274 [(1090, 2423) (1269, 2603)] 0.6031222562569981 1
274 [(3362, 2216) (3577, 2431)] 0.5089769843986031 0
275 [(1090, 2423) (1269, 2603)] 0.5452282670949714 0
275 [(3362, 2216) (3577, 2431)] 0.5194989923406723 0
276 [(1090, 2423) (1269, 2603)] 0.5442680355398727 0
276 [(3362, 2216) (3577, 2431)] 0.5138455424351633 0
277 [(1090, 2423) (1269, 2603)] 0.5547449433555944 0
277 [(3362, 2216) (3577, 2431)] 0.5215925838520059 0
278 [(1090, 2423) (1269, 2603)] 0.5446751206548327 0
278 [(3362, 2216) (3577, 2431)] 0.526881603904974 0
279 [(1090, 2443) (1269, 2622)] 0.5330824739826914 0
279 [(3362, 2192) (3577, 2407)] 0.5335810042635768 0
280 [(1090, 2443) (1269, 2622)] 0.5059135796615043 0
280 [(3362, 2192) (3577, 2407)] 0.5751174886960997 0
281 [(3362, 2192) (3577, 2407)] 0.49238230063487753 0
281 [(1110, 2443) (1289, 2622)] 0.506724795280932 0
282 [(3362, 2192) (3577, 2407)] 0.49335388944209313 0
282 [(1093, 2431) (1308, 2646)] 0.5247547331946576 0
283 [(3362, 2192) (3577, 2407)] 0.5526056657572285 0
283 [(1110, 2463) (1289, 2642)] 0.48218357921083294 0
284 [(1110, 2463) (1289, 2642)] 0.5210122348236185 0
284 [(3362, 2192) (3577, 2407)] 0.6005266386073035 1
285 [(1110, 2463) (1289, 2642)] 0.5027830479510839 0
285 [(3362, 2192) (3577, 2407)] 0.4341368440434266 0
286 [(1110, 2463) (1289, 2642)] 0.4906428081212878 0
286 [(3362, 2168) (3577, 2383)] 0.4078467728104276 0
287 [(1110, 2463) (1289, 2642)] 0.4726467546967511 0
287 [(3362, 2168) (3577, 2383)] 0.5941343752391427 0
288 [(1129, 2483) (1309, 2662)] 0.4873524517384928 0
288 [(3362, 2168) (3577, 2383)] 0.5020366771126048 0
289 [(1129, 2483) (1309, 2662)] 0.48182870093914565 0
289 [(3338, 2168) (3553, 2383)] 0.5296521080282764 0
290 [(1129, 2483) (1309, 2662)] 0.5177008744613092 0
290 [(3338, 2168) (3553, 2383)] 0.37810548817070394 0
291 [(1129, 2483) (1309, 2662)] 0.48415662530733594 0
291 [(3338, 2168) (3553, 2383)] 0.39331633318780695 0
292 [(3338, 2168) (3553, 2383)] 0.44370571448547547 0
292 [(1129, 2483) (1309, 2662)] 0.4702888737052206 0
293 [(3338, 2168) (3553, 2383)] 0.4129233538875989 0
293 [(1129, 2483) (1309, 2662)] 0.4585183979001404 0
294 [(3339, 2184) (3518, 2364)] 0.39030057963436543 0
294 [(1149, 2503) (1329, 2682)] 0.459037615096625 0
295 [(1149, 2503) (1329, 2682)] 0.46441778769876957 0
295 [(3339, 2184) (3518, 2364)] 0.4074170166742459 0
296 [(3339, 2184) (3518, 2364)] 0.4495901061692431 0
296 [(1149, 2503) (1329, 2682)] 0.45408370750956717 0
297 [(1141, 2478) (1356, 2693)] 0.4365769670041335 0
297 [(3314, 2168) (3529, 2383)] 0.4274034905691095 0
298 [(1169, 2503) (1348, 2682)] 0.4496340087339211 0
298 [(3339, 2184) (3518, 2364)] 0.421946373065947 0
299 [(1169, 2503) (1348, 2682)] 0.45474272555246814 0
299 [(3314, 2168) (3529, 2383)] 0.4325938595531209 0
300 [(3314, 2168) (3529, 2383)] 0.4606813890465125 0
300 [(1189, 2503) (1368, 2682)] 0.46063953087566367 0
301 [(1189, 2503) (1368, 2682)] 0.47374120168307116 0
301 [(3314, 2168) (3529, 2383)] 0.42080640580590206 0
302 [(1189, 2503) (1368, 2682)] 0.45260813487444784 0
302 [(3314, 2168) (3529, 2383)] 0.43660060604943757 0
303 [(1209, 2503) (1388, 2682)] 0.482429108101398 0
303 [(3314, 2168) (3529, 2383)] 0.4541272910893827 0
304 [(1209, 2503) (1388, 2682)] 0.5060206635144009 0
304 [(3314, 2168) (3529, 2383)] 0.43268512289710903 0
305 [(1209, 2503) (1388, 2682)] 0.5084816669948162 0
305 [(3314, 2168) (3529, 2383)] 0.46792890888651323 0
306 [(1229, 2503) (1408, 2682)] 0.5452448022644115 0
306 [(3314, 2168) (3529, 2383)] 0.4984734798215412 0
307 [(1212, 2454) (1427, 2669)] 0.5197082544250524 0
307 [(3314, 2168) (3529, 2383)] 0.4709635469457763 0
308 [(1212, 2454) (1427, 2669)] 0.5221995086727287 0
308 [(3314, 2168) (3529, 2383)] 0.4335492342614389 0
309 [(1236, 2454) (1451, 2669)] 0.5139277420453527 0
309 [(3314, 2168) (3529, 2383)] 0.45667088745472667 0
310 [(1236, 2454) (1451, 2669)] 0.5480403089783755 0
310 [(3314, 2168) (3529, 2383)] 0.480647150062932 0
311 [(1236, 2454) (1451, 2669)] 0.547061032722699 0
311 [(3319, 2184) (3498, 2364)] 0.3975447051773231 0
312 [(1236, 2454) (1451, 2669)] 0.5164328220753666 0
312 [(3319, 2184) (3498, 2364)] 0.4201466864959282 0
313 [(1236, 2454) (1451, 2669)] 0.5423522638185075 0
313 [(3319, 2184) (3498, 2364)] 0.3926975633515027 0
314 [(3319, 2184) (3498, 2364)] 0.4382400242298949 0
314 [(1249, 2463) (1428, 2642)] 0.5341379159790974 0
315 [(3319, 2184) (3498, 2364)] 0.40128907480350073 0
315 [(1212, 2431) (1427, 2646)] 0.5732435242335637 0
316 [(1212, 2431) (1427, 2646)] 0.5409197815545852 0
316 [(3319, 2184) (3498, 2364)] 0.4290885160076841 0
317 [(3319, 2184) (3498, 2364)] 0.4247760456633977 0
317 [(1212, 2431) (1427, 2646)] 0.5598015141096547 0
318 [(1188, 2431) (1403, 2646)] 0.5794780647997718 0
318 [(3319, 2184) (3498, 2364)] 0.3797689954926571 0
319 [(3314, 2168) (3529, 2383)] 0.4581247217158558 0
319 [(1188, 2431) (1403, 2646)] 0.5871682033061497 0
320 [(1165, 2431) (1380, 2646)] 0.5821712967280513 0
320 [(3314, 2168) (3529, 2383)] 0.38452806078463997 0
321 [(1165, 2431) (1380, 2646)] 0.5983970008990395 0
321 [(3314, 2168) (3529, 2383)] 0.3903453052651676 0
322 [(1141, 2431) (1356, 2646)] 0.609377863781361 1
322 [(3319, 2184) (3498, 2364)] 0.45957434628583166 0
323 [(1117, 2431) (1332, 2646)] 0.5837733557441531 0
323 [(3291, 2168) (3506, 2383)] 0.44468676566962195 0
324 [(1117, 2431) (1332, 2646)] 0.5797088437436994 0
324 [(3299, 2184) (3478, 2364)] 0.4469487833885415 0
325 [(1093, 2431) (1308, 2646)] 0.62474810919233 1
325 [(3299, 2184) (3478, 2364)] 0.48162168396153215 0
326 [(1069, 2431) (1284, 2646)] 0.6151311251574554 1
326 [(3299, 2184) (3478, 2364)] 0.4784567662927205 0
327 [(1069, 2431) (1284, 2646)] 0.602640535952889 1
327 [(3299, 2184) (3478, 2364)] 0.47860124971476714 0
328 [(1045, 2431) (1260, 2646)] 0.6076675317163687 1
328 [(3299, 2184) (3478, 2364)] 0.42287299506818493 0
329 [(1021, 2431) (1236, 2646)] 0.6151311251574554 1
329 [(3299, 2184) (3478, 2364)] 0.4219308713034381 0
330 [(1021, 2431) (1236, 2646)] 0.5948842259479249 0
330 [(3299, 2184) (3478, 2364)] 0.4479879369610207 0
331 [(997, 2431) (1212, 2646)] 0.6059525887078732 1
331 [(3299, 2184) (3478, 2364)] 0.4472502131218924 0
332 [(997, 2431) (1212, 2646)] 0.569375389735046 0
332 [(3299, 2204) (3478, 2384)] 0.43926635567235084 0
333 [(973, 2431) (1188, 2646)] 0.572434871514617 0
333 [(3291, 2168) (3506, 2383)] 0.43936966451058584 0
334 [(973, 2431) (1188, 2646)] 0.5560493858416362 0
334 [(3291, 2168) (3506, 2383)] 0.37430454454960715 0
335 [(950, 2431) (1165, 2646)] 0.5586473957807364 0
335 [(3291, 2168) (3506, 2383)] 0.40607652407101735 0
336 [(950, 2431) (1165, 2646)] 0.5879483848078523 0
336 [(3291, 2168) (3506, 2383)] 0.39226879087587363 0
337 [(950, 2431) (1165, 2646)] 0.5423837319102026 0
337 [(3291, 2168) (3506, 2383)] 0.4339714012181899 0
338 [(950, 2443) (1129, 2622)] 0.5950911606270097 0
338 [(3319, 2204) (3498, 2384)] 0.4505339946499437 0
339 [(950, 2443) (1129, 2622)] 0.5901778017777606 0
339 [(3314, 2192) (3529, 2407)] 0.39206039841343376 0
340 [(950, 2443) (1129, 2622)] 0.6034434140649246 1
340 [(3314, 2192) (3529, 2407)] 0.4299155140213626 0
341 [(950, 2443) (1129, 2622)] 0.6156813947434226 1
341 [(3314, 2192) (3529, 2407)] 0.38395357184656714 0
342 [(950, 2443) (1129, 2622)] 0.622147676976641 1
342 [(3314, 2192) (3529, 2407)] 0.37084436990130454 0
343 [(950, 2443) (1129, 2622)] 0.6803792178774097 1
343 [(3314, 2192) (3529, 2407)] 0.42994557693733143 0
344 [(950, 2423) (1129, 2603)] 0.6769344934278313 1
344 [(3314, 2216) (3529, 2431)] 0.5484539563656137 0
345 [(950, 2423) (1129, 2603)] 0.701497478181785 1
345 [(3314, 2216) (3529, 2431)] 0.47506987674622875 0
346 [(950, 2407) (1165, 2622)] 0.7179476808223432 1
346 [(3314, 2239) (3529, 2454)] 0.4783928893050888 0
347 [(950, 2407) (1165, 2622)] 0.7348981395996556 1
347 [(3314, 2239) (3529, 2454)] 0.42453627806486305 0
348 [(950, 2407) (1165, 2622)] 0.5463582723381145 0
348 [(3314, 2216) (3529, 2431)] 0.39646131187761335 0
349 [(970, 2423) (1149, 2603)] 0.6014465641866991 1
349 [(3314, 2216) (3529, 2431)] 0.39623457531224265 0
350 [(970, 2423) (1149, 2603)] 0.7685947190890916 1
350 [(3314, 2239) (3529, 2454)] 0.4017236023895501 0
351 [(3290, 2200) (3548, 2458)] 0.4655764829941482 0
351 [(970, 2423) (1149, 2603)] 0.7934818775010357 1
352 [(3290, 2200) (3548, 2458)] 0.4646487499000763 0
353 [(3319, 2264) (3498, 2443)] 0.4287164990884117 0
353 [(990, 2423) (1169, 2603)] 0.7357848342520256 1
354 [(3319, 2264) (3498, 2443)] 0.4392750192820743 0
354 [(990, 2423) (1169, 2603)] 0.8091221354267045 1
355 [(3319, 2264) (3498, 2443)] 0.43515161743521635 0
356 [(3319, 2264) (3498, 2443)] 0.4436322539812987 0
356 [(990, 2423) (1169, 2603)] 0.8114941339211161 1
357 [(3319, 2284) (3498, 2463)] 0.4252854888122211 0
358 [(3319, 2264) (3498, 2443)] 0.41012300633011445 0
358 [(997, 2407) (1212, 2622)] 0.49743930291302607 0
359 [(3319, 2284) (3498, 2463)] 0.4252854888122211 0
359 [(997, 2407) (1212, 2622)] 0.4945916304721948 0
360 [(3319, 2284) (3498, 2463)] 0.40941467465865367 0
360 [(997, 2407) (1212, 2622)] 0.44294577749591135 0
361 [(3319, 2284) (3498, 2463)] 0.47927885704636614 0
361 [(997, 2407) (1212, 2622)] 0.4924323918714809 0
362 [(3319, 2284) (3498, 2463)] 0.43746393288616736 0
362 [(997, 2407) (1212, 2622)] 0.5423839107579244 0
363 [(3319, 2284) (3498, 2463)] 0.38149769651996035 0
363 [(997, 2407) (1212, 2622)] 0.5184607532343672 0
364 [(3319, 2284) (3498, 2463)] 0.4033936929506505 0
364 [(997, 2407) (1212, 2622)] 0.6072468993274789 1
365 [(3319, 2284) (3498, 2463)] 0.39044035359828905 0
365 [(997, 2407) (1212, 2622)] 0.5623870445322096 0
366 [(3319, 2284) (3498, 2463)] 0.4161791733030867 0
366 [(997, 2407) (1212, 2622)] 0.5969079775677406 0
367 [(3319, 2284) (3498, 2463)] 0.416323759656609 0
367 [(997, 2407) (1212, 2622)] 0.6236864622839928 1
368 [(3319, 2284) (3498, 2463)] 0.42637809497665313 0
368 [(997, 2407) (1212, 2622)] 0.6322910579178855 1
369 [(3319, 2284) (3498, 2463)] 0.4357527258826069 0
369 [(997, 2407) (1212, 2622)] 0.6497445501746227 1
370 [(997, 2407) (1212, 2622)] 0.5736205877767709 0
370 [(3314, 2263) (3529, 2478)] 0.4717074585825186 0
371 [(3339, 2284) (3518, 2463)] 0.43345898472787014 0
371 [(997, 2407) (1212, 2622)] 0.6735552407343058 1
372 [(3339, 2284) (3518, 2463)] 0.46278154200385024 0
372 [(997, 2407) (1212, 2622)] 0.6069890722093805 1
373 [(3339, 2284) (3518, 2463)] 0.4676614387221291 0
373 [(997, 2407) (1212, 2622)] 0.6497445501746227 1
374 [(3339, 2284) (3518, 2463)] 0.43015205100631765 0
374 [(997, 2407) (1212, 2622)] 0.7020776043886622 1
375 [(3314, 2239) (3529, 2454)] 0.46265306539351503 0
375 [(997, 2407) (1212, 2622)] 0.5487427544767394 0
376 [(3314, 2263) (3529, 2478)] 0.4413978151334084 0
376 [(997, 2407) (1212, 2622)] 0.6437776195759686 1
377 [(3319, 2284) (3498, 2463)] 0.4431340247652552 0
377 [(997, 2407) (1212, 2622)] 0.5742246171310713 0
378 [(3319, 2284) (3498, 2463)] 0.4153508869738147 0
378 [(1010, 2423) (1189, 2603)] 0.6412690753587611 1
379 [(3319, 2284) (3498, 2463)] 0.41767024683944204 0
379 [(1010, 2423) (1189, 2603)] 0.7645743454433958 1
380 [(3319, 2284) (3498, 2463)] 0.4461180556271849 0
380 [(1010, 2423) (1189, 2603)] 0.7300223283183382 1
381 [(3319, 2284) (3498, 2463)] 0.4727290616240924 0
381 [(1010, 2423) (1189, 2603)] 0.7379113668634824 1
382 [(1010, 2423) (1189, 2603)] 0.6324281023654249 1
382 [(3319, 2284) (3498, 2463)] 0.45010062776794824 0
383 [(997, 2407) (1212, 2622)] 0.7197942682754992 1
383 [(3319, 2284) (3498, 2463)] 0.5085573665158432 0
384 [(997, 2407) (1212, 2622)] 0.6138997900435056 1
384 [(3319, 2284) (3498, 2463)] 0.4440726018250048 0
385 [(997, 2407) (1212, 2622)] 0.6261330012813278 1
385 [(3319, 2284) (3498, 2463)] 0.47507214208127957 0
386 [(997, 2407) (1212, 2622)] 0.6062303589141806 1
386 [(3314, 2263) (3529, 2478)] 0.43396000159992937 0
387 [(997, 2407) (1212, 2622)] 0.623019982032638 1
387 [(3314, 2263) (3529, 2478)] 0.47948627419906337 0
388 [(997, 2407) (1212, 2622)] 0.5881114115163175 0
388 [(3314, 2263) (3529, 2478)] 0.5090034676453841 0
389 [(997, 2407) (1212, 2622)] 0.6030044692518604 1
389 [(3314, 2263) (3529, 2478)] 0.465362570976193 0
390 [(997, 2407) (1212, 2622)] 0.5662328471835725 0
390 [(3314, 2263) (3529, 2478)] 0.5014719557326318 0
391 [(997, 2407) (1212, 2622)] 0.6637511850244926 1
391 [(3319, 2284) (3498, 2463)] 0.49565878638069505 0
392 [(997, 2407) (1212, 2622)] 0.5985634268408967 0
392 [(3319, 2284) (3498, 2463)] 0.44797096587758123 0
393 [(997, 2407) (1212, 2622)] 0.6298675360812089 1
393 [(3319, 2284) (3498, 2463)] 0.48636392242457877 0
394 [(997, 2407) (1212, 2622)] 0.6465338514855435 1
394 [(3299, 2284) (3478, 2463)] 0.4855746570856369 0
395 [(997, 2407) (1212, 2622)] 0.6496884723004444 1
395 [(3299, 2284) (3478, 2463)] 0.44509502916097127 0
396 [(997, 2407) (1212, 2622)] 0.6934547249685103 1
396 [(3279, 2284) (3459, 2463)] 0.4581024635459317 0
397 [(997, 2407) (1212, 2622)] 0.7341537935712384 1
397 [(3279, 2284) (3459, 2463)] 0.44613720467623624 0
398 [(997, 2407) (1212, 2622)] 0.7754310061899967 1
398 [(3279, 2284) (3459, 2463)] 0.4552543963582001 0
399 [(997, 2407) (1212, 2622)] 0.7826297007185063 1
399 [(3279, 2284) (3459, 2463)] 0.4584189590761005 0
400 [(997, 2407) (1212, 2622)] 0.7267828272543561 1
400 [(3279, 2284) (3459, 2463)] 0.48598946188478187 0
401 [(997, 2407) (1212, 2622)] 0.6902913223380774 1
401 [(3279, 2284) (3459, 2463)] 0.4581024635459317 0
402 [(997, 2407) (1212, 2622)] 0.6879711180274753 1
402 [(3267, 2287) (3482, 2502)] 0.4596666031710705 0
403 [(997, 2407) (1212, 2622)] 0.6759731410309402 1
403 [(3299, 2284) (3478, 2463)] 0.4439703542988187 0
404 [(997, 2407) (1212, 2622)] 0.6422033119715569 1
404 [(3299, 2284) (3478, 2463)] 0.4811252823023057 0
405 [(997, 2407) (1212, 2622)] 0.6596930424772216 1
405 [(3299, 2284) (3478, 2463)] 0.4398831940698115 0
406 [(997, 2407) (1212, 2622)] 0.6524682559888628 1
406 [(3299, 2284) (3478, 2463)] 0.43876457152267057 0
407 [(997, 2407) (1212, 2622)] 0.6079716800184338 1
407 [(3291, 2263) (3506, 2478)] 0.4337060773593812 0
408 [(997, 2407) (1212, 2622)] 0.6432413366609844 1
408 [(3299, 2264) (3478, 2443)] 0.42880558664405194 0
409 [(997, 2431) (1212, 2646)] 0.6334032032561098 1
409 [(3299, 2264) (3478, 2443)] 0.4234753908980335 0
410 [(997, 2431) (1212, 2646)] 0.5997969006665096 0
410 [(3267, 2239) (3482, 2454)] 0.3999405166091252 0
411 [(997, 2407) (1212, 2622)] 0.6205196537747903 1
411 [(3267, 2239) (3482, 2454)] 0.3946443643142556 0
412 [(997, 2407) (1212, 2622)] 0.6048872744259458 1
412 [(3299, 2264) (3478, 2443)] 0.380884989546785 0
413 [(997, 2407) (1212, 2622)] 0.589853520399719 0
413 [(3299, 2264) (3478, 2443)] 0.36660625618284753 0
414 [(997, 2431) (1212, 2646)] 0.6035067112941288 1
414 [(3299, 2264) (3478, 2443)] 0.4041073524369211 0
415 [(997, 2431) (1212, 2646)] 0.6380302119632959 1
415 [(3299, 2264) (3478, 2443)] 0.3760241532547326 0
416 [(997, 2431) (1212, 2646)] 0.646770817687994 1
416 [(3299, 2264) (3478, 2443)] 0.39643928300131154 0
417 [(997, 2431) (1212, 2646)] 0.6612478373637689 1
417 [(3299, 2264) (3478, 2443)] 0.40160786638482193 0
418 [(997, 2431) (1212, 2646)] 0.6743600574512231 1
418 [(3267, 2263) (3482, 2478)] 0.40535930521323293 0
419 [(997, 2431) (1212, 2646)] 0.6756852639304203 1
419 [(3267, 2263) (3482, 2478)] 0.44098425578571343 0
420 [(997, 2407) (1212, 2622)] 0.6901322524641865 1
420 [(3299, 2264) (3478, 2443)] 0.3945851568071145 0
421 [(997, 2407) (1212, 2622)] 0.691905541656263 1
421 [(3299, 2264) (3478, 2443)] 0.3635773306098606 0
422 [(997, 2407) (1212, 2622)] 0.7431875811023184 1
422 [(3299, 2264) (3478, 2443)] 0.40327869165601515 0
423 [(997, 2407) (1212, 2622)] 0.7127630887317161 1
423 [(3299, 2264) (3478, 2443)] 0.42543485695940014 0
424 [(997, 2407) (1212, 2622)] 0.7006222059225432 1
424 [(3279, 2264) (3459, 2443)] 0.3840571116799137 0
425 [(997, 2407) (1212, 2622)] 0.710343654453392 1
425 [(3279, 2264) (3459, 2443)] 0.3968076963258388 0
426 [(997, 2407) (1212, 2622)] 0.6678517510838149 1
426 [(3279, 2264) (3459, 2443)] 0.365458258929471 0
427 [(3279, 2264) (3459, 2443)] 0.39193453712671855 0
427 [(997, 2407) (1212, 2622)] 0.6875171046136095 1
428 [(3279, 2264) (3459, 2443)] 0.35873102426158127 0
428 [(997, 2407) (1212, 2622)] 0.7132205294756693 1
429 [(3279, 2264) (3459, 2443)] 0.3449277770016724 0
429 [(1010, 2423) (1189, 2603)] 0.7180692653448241 1
430 [(3279, 2264) (3459, 2443)] 0.35739700948849773 0
430 [(997, 2407) (1212, 2622)] 0.8048403791240487 1
431 [(3267, 2263) (3482, 2478)] 0.4016587459188188 0
431 [(1010, 2423) (1189, 2603)] 0.8330753516410012 1
432 [(3267, 2263) (3482, 2478)] 0.3502249265443761 0
432 [(1030, 2443) (1209, 2622)] 0.6758514400936317 1
433 [(3279, 2284) (3459, 2463)] 0.3701215554883329 0
433 [(1010, 2423) (1189, 2603)] 1.0437664230798824 1
434 [(3279, 2284) (3459, 2463)] 0.38268412711219674 0
